""
Admiralty,2015,5,24,0,0,0,0,28.9,33.4,26.3,5.8,23.4
Admiralty,2015,5,25,18.4,11.8,17.4,18.4,27.9,31.7,25.9,5,23
Admiralty,2015,5,26,5.8,5.4,5.4,5.4,27.8,32.9,24.9,6.6,28.8
Admiralty,2015,5,27,0,0,0,0,28.2,32.6,24.9,6,30.2
Admiralty,2015,5,28,0,0,0,0,28.9,32.4,26.1,5.5,20.9
Admiralty,2015,5,29,0.4,0.4,0.4,0.4,29.8,33.4,27,6.8,31
Admiralty,2015,5,30,0,0,0,0,30,34.3,27.2,8.8,34.9
Admiralty,2015,5,31,0,0,0,0,29.1,33.1,26.1,5.5,32.8
Admiralty,2015,6,1,0,0,0,0,28.9,34.2,26,5.6,22.3
Admiralty,2015,6,2,5.2,5.2,5.2,5.2,28.6,35.1,25.4,8.2,36.7
Admiralty,2015,6,3,0,0,0,0,28.8,33.1,25,6.4,21.6
Admiralty,2015,6,4,0.6,0.6,0.6,0.6,28.8,33.5,26.4,6.6,24.5
Admiralty,2015,6,5,0,0,0,0,28.4,34.8,25.8,4.8,28.4
Admiralty,2015,6,6,6.6,4.8,6.6,6.6,27.5,32.3,25.1,5.2,37.8
Admiralty,2015,6,7,2.8,1,1.8,2.4,27.7,30.8,25.7,4.3,19.1
Admiralty,2015,6,8,0,0,0,0,28.3,31,26.1,5.3,28.4
Admiralty,2015,6,9,0,0,0,0,27.5,29.8,25.8,8.3,31.7
Admiralty,2015,6,10,0.2,0.2,0.2,0.2,29,32.4,26.8,6,23.4
Admiralty,2015,6,11,5.4,5.4,5.4,5.4,27.9,32.6,25.3,5.5,40
Admiralty,2015,6,12,11.8,7.2,8.6,9,26.4,28.7,24.4,5.1,47.2
Admiralty,2015,6,13,0,0,0,0,28,31.7,25.8,6.2,20.5
Admiralty,2015,6,14,10.4,6.8,8.2,10.2,26.3,28.1,24.2,8.2,42.8
Admiralty,2015,6,15,0,0,0,0,27.9,31.1,25.7,4.7,28.4
Admiralty,2015,6,16,13.4,11.6,12.4,12.4,26.9,29.7,23.4,4.9,40
Admiralty,2015,6,17,5.6,4.2,4.2,5.6,27.5,30.7,25.2,5.2,32
Admiralty,2015,6,18,0,0,0,0,29.2,32.9,26.6,6.2,22.7
Admiralty,2015,6,19,0,0,0,0,29.2,32,27.1,6.9,28.4
Admiralty,2015,6,20,0,0,0,0,29.7,33.2,27.3,6.9,27
Admiralty,2015,6,21,0,0,0,0,30,33.8,27.9,6.9,27.4
Admiralty,2015,6,22,0,0,0,0,30.1,33.5,27.7,7,25.2
Admiralty,2015,6,23,0,0,0,0,29.9,33.3,27.9,7.4,30.2
Admiralty,2015,6,24,0,0,0,0,29.8,32.9,27.6,7.6,32.4
Admiralty,2015,6,25,0,0,0,0,29.7,32.6,27.6,7.4,26.3
Admiralty,2015,6,26,0,0,0,0,29.7,33.1,27.6,8.1,26.3
Admiralty,2015,6,27,0,0,0,0,29.9,33.4,27.3,7.5,25.2
Admiralty,2015,6,28,0,0,0,0,29.9,33.2,27.8,7.7,29.5
Admiralty,2015,6,29,0,0,0,0,30,33.8,27.2,6.3,25.9
Admiralty,2015,6,30,0,0,0,0,30.1,34,26.8,6.4,23.8
Admiralty,2015,7,1,0.2,0.2,0.2,0.2,28.2,30,24.1,6,43.2
Admiralty,2015,7,2,4,4,4,4,28.9,32.2,26.7,5.8,31
Admiralty,2015,7,3,0,0,0,0,29.2,32.4,27.1,7.3,28.1
Admiralty,2015,7,4,16.2,12,14,15.8,27.4,29.1,23.5,6.9,54
Admiralty,2015,7,5,0,0,0,0,29.4,33.6,26.7,7,28.4
Admiralty,2015,7,6,0,0,0,0,29.3,32.2,27.3,7.4,28.1
Admiralty,2015,7,7,0,0,0,0,29.3,31.9,27.5,7.2,25.6
Admiralty,2015,7,8,4.4,4.4,4.4,4.4,28.5,32.3,23.8,6.2,58
Admiralty,2015,7,9,0,0,0,0,29.2,32.4,26.6,7.2,40.3
Admiralty,2015,7,10,0.6,0.4,0.4,0.6,28.9,31.2,25.5,7.1,37.4
Admiralty,2015,7,11,0.2,0.2,0.2,0.2,29.3,32.8,26.5,6.4,31.3
Admiralty,2015,7,12,0,0,0,0,29.4,33.2,27.3,7.5,26.3
Admiralty,2015,7,13,0,0,0,0,29.2,31.5,27.8,7.7,27
Admiralty,2015,7,14,27.6,20.6,27,27.4,28.2,32.1,22.8,7.9,55.1
Admiralty,2015,7,15,0,0,0,0,29.2,32.5,27.3,5.9,21.2
Admiralty,2015,7,16,0.2,0.2,0.2,0.2,28.9,32.6,27.2,6.9,36.4
Admiralty,2015,7,17,16.4,10,10.2,10.2,28.2,31.7,24.8,7.2,45.7
Admiralty,2015,7,18,6.4,4.8,6,6.2,29.3,32.8,26.7,8.5,34.2
Admiralty,2015,7,19,0,0,0,0,29.6,32.8,27.4,6.8,29.9
Admiralty,2015,7,20,0,0,0,0,29.5,33.2,27.3,7.5,36
Admiralty,2015,7,21,4,3.6,3.8,4,29,33.9,26.3,7.7,32
Admiralty,2015,7,22,0,0,0,0,29.5,33.7,26.2,10.3,32.8
Admiralty,2015,7,23,0,0,0,0,29,32.8,27.6,9.6,31
Admiralty,2015,7,24,0.4,0.2,0.2,0.2,28.5,33.5,25.3,8,43.9
Admiralty,2015,7,25,0,0,0,0,29.6,34.1,25.7,7.1,28.8
Admiralty,2015,7,26,13.4,9.8,9.8,9.8,28.3,32,24.8,6.8,52.9
Admiralty,2015,7,27,0,0,0,0,28.4,31.8,25.2,7,37.8
Admiralty,2015,7,28,40.4,25,34,34.2,28,31.3,24,8.7,37.8
Admiralty,2015,7,29,0,0,0,0,29,32.6,26.9,10.4,33.5
Admiralty,2015,7,30,2.6,2.6,2.6,2.6,28,32.8,25.8,5.3,31.3
Admiralty,2015,7,31,39.2,28.4,36,38.8,26.5,32.1,23.2,5.5,39.6
Admiralty,2015,8,1,1.6,0.6,0.8,1,26.7,30.3,23.5,7.5,26.3
Admiralty,2015,8,2,0,0,0,0,28.9,33.1,25.6,6.3,29.5
Admiralty,2015,8,3,6.2,2.4,3.6,4.4,26.3,28.5,23.9,6.4,35.6
Admiralty,2015,8,4,10.8,4.2,6.8,9.4,27.1,30.8,24.1,5.5,26.3
Admiralty,2015,8,5,0,0,0,0,28.4,32,26.6,6.2,25.6
Admiralty,2015,8,6,15,10,14.2,14.8,26.9,30.3,24.4,5.9,42.5
Admiralty,2015,8,7,7,6.8,7,7,27,30,24.2,5.1,37.8
Admiralty,2015,8,8,0.2,0.2,0.2,0.2,28,31.3,25.1,5.7,23.8
Admiralty,2015,8,9,10.4,9,10,10.2,27.3,30.8,23.2,7.3,63.4
Admiralty,2015,8,10,0,0,0,0,28.9,31.9,26.6,8.6,34.2
Admiralty,2015,8,11,12.4,7.4,7.6,7.6,27.9,31.8,26.1,6.4,43.9
Admiralty,2015,8,12,0.8,0.4,0.4,0.4,26.6,27.9,25.1,6.4,26.6
Admiralty,2015,8,13,0,0,0,0,28.4,32.7,25.9,8,37.1
Admiralty,2015,8,14,0,0,0,0,29,32.4,26.6,7.7,31.7
Admiralty,2015,8,15,0,0,0,0,29.1,32.8,27.2,9.7,33.8
Admiralty,2015,8,16,0,0,0,0,28.8,32.3,27.3,8.4,44.3
Admiralty,2015,8,17,0.8,0.8,0.8,0.8,28.7,31.6,26.5,7,42.5
Admiralty,2015,8,18,0,0,0,0,29.2,32.9,26.8,7.8,29.5
Admiralty,2015,8,19,0,0,0,0,29.3,32.8,26.8,6.7,28.4
Admiralty,2015,8,20,0,0,0,0,29.4,32.4,27.2,6,32.8
Admiralty,2015,8,21,16.8,10.6,16.4,16.8,28.2,31.4,24.9,6.9,29.2
Admiralty,2015,8,22,0,0,0,0,28.9,32.4,26.6,6.4,33.5
Admiralty,2015,8,23,0,0,0,0,29,32.6,27.2,10,33.1
Admiralty,2015,8,24,0,0,0,0,28.9,31.6,27.4,7.7,27.7
Admiralty,2015,8,25,1,0.6,0.8,1,27.7,31.2,25.7,6.4,36.7
Admiralty,2015,8,26,0,0,0,0,28.3,32.2,25.9,6.4,26.6
Admiralty,2015,8,27,0,0,0,0,28.6,32.6,25.4,9.6,29.9
Admiralty,2015,8,28,0,0,0,0,29,32.8,26.2,10.2,32.8
Admiralty,2015,8,29,0,0,0,0,29.7,33.4,27.8,10.1,32.8
Admiralty,2015,8,30,0,0,0,0,29.4,32.6,27.1,7.9,32.4
Admiralty,2015,8,31,0,0,0,0,29.3,32.9,27.2,10,37.8
Admiralty,2015,9,1,0,0,0,0,29.3,33,26.8,7,28.4
Admiralty,2015,9,2,0,0,0,0,29.2,33.2,26.9,8.9,32.4
Admiralty,2015,9,3,2.4,2.4,2.4,2.4,28.9,32.3,27.3,10.1,37.1
Admiralty,2015,9,4,5,5,5,5,28.3,31.5,25.9,6.6,38.9
Admiralty,2015,9,5,0,0,0,0,28.9,33.9,25.3,5.8,26.3
Admiralty,2015,9,6,0,0,0,0,29.4,33,26.8,6.1,25.6
Admiralty,2015,9,7,0,0,0,0,29,32.6,26.2,6.2,24.8
Admiralty,2015,9,8,0,0,0,0,28.9,32.3,26.8,6.7,29.5
Admiralty,2015,9,9,41,28.6,36.6,40.8,26.2,30,22.8,6.2,52.6
Admiralty,2015,9,10,0,0,0,0,27.3,30.6,24,5.2,24.8
Admiralty,2015,9,11,0,0,0,0,28.8,33.1,25.2,7.4,27.4
Admiralty,2015,9,12,0,0,0,0,28.8,32,26.6,6.5,28.1
Admiralty,2015,9,13,0,0,0,0,29.2,32.8,26.9,5.8,21.6
Admiralty,2015,9,14,0,0,0,0,28.7,31.6,27.2,6.5,24.8
Admiralty,2015,9,15,5.6,3.2,3.6,3.8,26.4,29.5,24.4,5.7,45
Admiralty,2015,9,16,4.8,4.2,4.4,4.8,27.1,30.3,24.7,6.1,34.6
Admiralty,2015,9,17,0,0,0,0,28.8,32.1,26.7,5.8,26.6
Admiralty,2015,9,18,0,0,0,0,28.9,32,27.3,11.5,29.9
Admiralty,2015,9,19,0,0,0,0,28.9,32.5,27.1,11.9,35.6
Admiralty,2015,9,20,13,11,13,13,28.6,33.3,26.2,6.6,29.9
Admiralty,2015,9,21,72.2,29,49.2,71.6,27.9,33,23.1,5.6,40
Admiralty,2015,9,22,0,0,0,0,28.2,32.3,25,6.5,31
Admiralty,2015,9,23,0,0,0,0,28.3,30.9,26.3,7.8,29.2
Admiralty,2015,9,24,0,0,0,0,28.3,32.2,25.7,6,25.2
Admiralty,2015,9,25,0,0,0,0,28.9,32.5,26.4,5.7,25.6
Admiralty,2015,9,26,0,0,0,0,29,33.4,25.5,7,27.4
Admiralty,2015,9,27,0,0,0,0,29.2,33.3,26.3,5.2,22.7
Admiralty,2015,9,28,3.6,1.4,2,3,27.6,30.7,24.3,6.1,36
